avg_daily_traffic,spans_units,structure_length[ft],age,deck_area[ft2],mile_point,latitude,longitud,approach_span_units,approach_width[ft],skew_angle[o],nav_vert_clearance,nav_horiz_clearance,route_horiz_clearance,lengt_max_span[ft],left_curb_width[ft],right_curb_width[ft],roadway_curb_curb_width,min_vert_clearance_over,min_vert_underclearance,min_right_underclearance,min_left_underclearance,min_clearance_lift_brige,operating_rating[us-tons],inventory_rating[us-tons],detour_dist,avg_daily_truck_traffic,avg_daily_future_traffic,length_improvement,improvement_cost,road_improvement_cost,total_project_cost,avg_daily_truck_traffic[computed],avg_rel_humidity,avg_temperature,max_temperature,mean_wind_speed,min_temperature,days_measurable_precipitation,days_temp_below_0C,wind_direction,time_wetness,total_precipitation,inspection_month,inspection_year,historical_code,condition_rate,structural_appraisal,approach_alignment_appraisal,operating_rating_code,inventory_rating_code,condition_code
22190.0,3,186.0,24,8788.5,13.0,33.43481,-81.94624,0,41.0,28,0.0,0.0,44.0,91.9,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,62.9,37.9,1.2,12,33285,0.0,727.0,73.0,1090.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,12,2017,5,Good,7,8,1,1,7
3320.0,4,43.0,71,1748.5,21.0,31.90898,-82.55254,0,29.9,0,0.0,0.0,37.7,9.8,0.0,0.0,38.1,99.98999786,0.0,0.0,0.0,0.0,62.9,37.9,44.7,20,4980,0.0,168.0,17.0,252.0,664.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,10,2018,5,Fair,6,7,1,1,6
70.0,8,160.1,40,5515.4,5.0,31.75105,-82.61518,0,19.0,0,0.0,0.0,30.8,20.0,0.0,0.0,31.2,99.98999786,0.0,0.0,0.0,0.0,42.0,24.9,3.7,1,105,0.0,625.0,63.0,938.0,1.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,9,2018,5,Good,6,8,1,1,7
1720.0,3,120.1,16,5200.3,2.0,32.03513,-82.50575,0,26.9,0,0.0,0.0,39.7,40.0,0.0,0.0,39.7,99.98999786,0.0,0.0,0.0,0.0,78.9,46.0,6.2,1,2580,0.0,469.0,47.0,703.0,17.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Good,7,8,1,1,7
490.0,3,32.2,42,706.8,4.0,31.91415,-82.55329,0,22.0,0,0.0,0.0,33.5,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.9,1,735,0.0,125.0,13.0,188.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,10,2018,5,Good,7,7,0,0,7
470.0,4,40.0,64,958.6,28.0,32.72766,-82.23457,0,24.0,0,0.0,0.0,33.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,6.8,20,705,0.0,156.0,16.0,234.0,94.0,75.0,18.7,36.7,2.0,-3.7,125,16,160.42,4211.0,1174.05,10,2017,5,Fair,6,8,0,0,6
40.0,5,97.1,44,3090.5,2.0,31.40761,-82.74816,0,16.1,0,0.0,0.0,28.5,20.0,0.0,0.0,28.5,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,3.1,1,60,0.0,379.0,38.0,568.0,0.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,9,2017,5,Good,6,8,1,1,7
1350.0,4,160.1,27,6933.7,11.0,32.10411,-82.48112,0,26.9,30,0.0,0.0,39.7,40.0,0.0,0.0,40.0,99.98999786,0.0,0.0,0.0,0.0,68.9,40.9,3.7,1,2025,0.0,625.0,63.0,938.0,14.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Good,7,8,1,1,7
3020.0,4,39.0,49,1088.8,6.0,32.04092,-82.50605,0,27.9,34,0.0,0.0,37.7,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.1,1,4530,0.0,152.0,15.0,229.0,30.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Good,7,8,1,1,7
1010.0,4,151.9,42,6628.3,4.0,32.63701,-82.27307,0,22.0,0,0.0,0.0,38.7,38.1,0.0,0.0,39.0,99.98999786,0.0,0.0,0.0,0.0,42.0,24.9,6.8,1,1515,0.0,594.0,59.0,891.0,10.0,75.0,18.7,36.7,2.0,-3.7,125,16,160.42,4211.0,1174.05,10,2017,5,Good,6,7,1,1,7
490.0,3,113.8,60,3436.3,5.0,31.74099,-82.62318,0,18.0,0,0.0,0.0,24.0,38.1,2.0,2.0,24.0,99.98999786,0.0,0.0,0.0,0.0,32.0,19.0,6.2,1,735,0.0,445.0,45.0,668.0,5.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,9,2018,5,Good,5,8,1,1,7
104.0,7,58.1,32,2324.4,2.0,32.9826,-82.13615,0,40.0,19,0.0,0.0,31.8,5.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,156,0.0,227.0,23.0,340.0,1.0,76.0,18.4,35.2,2.0,-3.5,120,15,158.0,4225.0,1431.38,6,2018,5,Fair,5,7,0,0,5
510.0,3,134.8,26,4202.8,0.0,33.3897,-81.9725,0,24.0,0,0.0,0.0,27.9,44.9,0.0,0.0,27.9,99.98999786,0.0,0.0,0.0,0.0,59.0,35.9,1.2,1,765,1424.9,527.0,53.0,791.0,5.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,12,2017,5,Good,7,8,2,2,7
220.0,4,25.9,83,620.8,1.0,32.38526,-82.37456,0,24.0,0,0.0,0.0,35.8,5.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,47.0,28.0,8.1,22,330,0.0,102.0,10.0,152.0,48.0,75.0,18.7,36.7,2.0,-3.7,125,16,160.42,4211.0,1174.05,9,2017,5,Fair,6,8,1,1,6
1210.0,4,39.0,29,1088.8,3.0,32.82154,-82.20176,0,27.9,0,0.0,0.0,33.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.7,1,1815,0.0,152.0,15.0,229.0,12.0,75.0,18.3,37.3,2.0,-3.8,116,16,159.07,4199.0,1141.68,5,2018,5,Good,7,8,0,0,7
3320.0,3,28.9,71,1146.1,20.0,31.90624,-82.56148,0,29.9,0,0.0,0.0,32.2,8.9,0.0,0.0,37.1,99.98999786,0.0,0.0,0.0,0.0,48.9,30.0,44.7,20,4980,242.1,113.0,11.0,170.0,664.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,10,2018,5,Good,6,7,1,1,7
1980.0,5,100.1,74,2527.9,2.0,32.24513,-82.42985,0,22.0,0,0.0,0.0,23.0,20.0,0.0,0.0,23.0,99.98999786,0.0,0.0,0.0,0.0,50.9,30.0,1.9,1,2970,0.0,391.0,39.0,586.0,20.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,8,2017,5,Fair,6,8,1,1,6
1170.0,3,96.1,32,3973.8,44.0,31.16561,-82.84429,0,27.9,0,0.0,0.0,37.7,32.2,0.0,0.0,38.1,99.98999786,0.0,0.0,0.0,0.0,59.0,35.9,13.0,1,1755,0.0,375.0,38.0,563.0,12.0,79.0,19.5,36.8,1.0,-2.7,128,8,167.76,4841.0,1472.46,6,2017,5,Good,7,8,2,2,7
1650.0,4,30.8,27,829.7,14.0,32.14358,-82.47014,0,26.9,0,0.0,0.0,35.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.7,15,2475,0.0,121.0,12.0,182.0,248.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Good,7,8,1,1,7
10.0,3,29.9,35,891.4,1.0,32.77091,-82.22294,0,29.9,15,0.0,0.0,29.9,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.1,1,15,0.0,117.0,12.0,176.0,0.0,75.0,18.3,37.3,2.0,-3.8,116,16,159.07,4199.0,1141.68,10,2017,5,Good,7,8,0,0,7
8590.0,4,160.1,42,14760.3,2.0,33.38947,-81.97451,0,61.0,0,0.0,0.0,89.2,40.0,0.0,0.0,89.2,99.98999786,0.0,0.0,0.0,0.0,37.9,21.9,1.9,1,12885,0.0,966.0,97.0,1449.0,86.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,12,2017,5,Good,5,8,1,1,7
1980.0,2,40.0,74,998.0,2.0,32.24734,-82.43078,0,22.0,0,0.0,0.0,24.0,20.0,0.0,0.0,24.0,99.98999786,0.0,0.0,0.0,0.0,33.0,22.9,1.9,1,2970,1360.9,156.0,16.0,234.0,20.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,8,2017,5,Fair,5,6,1,1,5
490.0,4,45.9,51,919.2,2.0,32.75724,-82.22952,0,20.0,0,0.0,0.0,31.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,6.2,1,735,0.0,180.0,18.0,270.0,5.0,75.0,18.3,37.3,2.0,-3.8,116,16,159.07,4199.0,1141.68,10,2017,5,Fair,6,8,0,0,6
4370.0,3,25.9,94,850.3,22.0,31.51212,-82.71522,0,32.2,0,0.0,0.0,29.9,7.9,0.0,0.0,29.9,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,1.9,14,6555,237.9,102.0,10.0,152.0,612.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,10,2017,5,Good,6,8,0,0,7
22190.0,4,190.0,24,8974.5,12.0,33.42208,-81.96301,0,41.0,33,0.0,0.0,44.0,71.9,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,66.9,39.9,1.2,12,33285,0.0,742.0,74.0,1114.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
104.0,3,25.9,42,544.2,0.0,31.90727,-82.56452,0,21.0,0,0.0,0.0,21.0,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,82.9,49.9,1.9,1,156,31.2,2308.0,230.0,3463.0,1.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,10,2018,5,Good,7,7,1,1,7
990.0,3,25.9,96,620.8,7.0,32.90597,-82.17173,0,24.0,0,0.0,0.0,33.8,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,65.9,39.9,6.2,1,1485,0.0,102.0,10.0,152.0,10.0,76.0,18.4,35.2,2.0,-3.5,120,15,158.0,4225.0,1431.38,6,2018,5,Good,7,8,1,1,7
22190.0,4,190.0,24,8974.5,12.0,33.42231,-81.96312,0,41.0,33,0.0,0.0,44.0,71.9,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,66.9,39.9,1.2,12,33285,0.0,742.0,74.0,1114.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
104.0,3,25.9,42,544.2,0.0,31.90876,-82.56453,0,21.0,0,0.0,0.0,21.0,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.9,1,156,0.0,102.0,10.0,152.0,1.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,10,2018,5,Good,7,7,0,0,7
4200.0,4,43.0,71,1283.2,20.0,31.90462,-82.56685,0,29.9,0,0.0,0.0,36.7,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,62.9,37.9,44.7,1,6300,0.0,168.0,17.0,252.0,42.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,10,2018,5,Good,7,7,1,1,7
490.0,3,32.2,51,675.1,4.0,31.63514,-82.67116,0,21.0,0,0.0,0.0,34.4,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,6.8,1,735,0.0,125.0,13.0,188.0,5.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,10,2017,5,Good,6,8,0,0,7
1790.0,4,160.1,43,7353.9,7.0,32.31911,-82.40644,0,26.9,30,0.0,0.0,42.3,40.0,0.0,0.0,42.7,99.98999786,0.0,0.0,0.0,0.0,40.9,23.9,6.2,15,2685,0.0,625.0,63.0,938.0,269.0,75.0,18.7,36.7,2.0,-3.7,125,16,160.42,4211.0,1174.05,8,2017,5,Good,5,8,1,1,7
280.0,3,23.0,54,482.2,4.0,31.68592,-82.6524,0,21.0,0,0.0,0.0,31.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,420,0.0,90.0,9.0,135.0,3.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,9,2018,5,Good,6,8,0,0,7
450.0,3,32.2,62,611.8,4.0,31.75589,-82.6259,0,19.0,0,0.0,0.0,32.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,6.2,1,675,0.0,125.0,13.0,188.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,9,2018,5,Good,6,8,0,0,7
270.0,3,32.2,60,643.5,0.0,32.15003,-82.47369,0,20.0,0,0.0,0.0,35.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,45.0,26.9,5.0,1,405,0.0,125.0,13.0,188.0,3.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Fair,6,8,0,0,6
600.0,3,26.9,49,538.4,7.0,31.99197,-82.53638,0,20.0,16,0.0,0.0,31.8,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.9,1,900,0.0,105.0,11.0,158.0,6.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Good,7,6,0,0,7
22190.0,3,151.9,24,7176.5,11.0,33.41378,-81.97201,0,41.0,33,0.0,0.0,44.0,71.9,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,68.9,40.9,1.2,12,33285,0.0,594.0,59.0,891.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
22190.0,3,151.9,24,7176.5,11.0,33.41404,-81.97201,0,41.0,33,0.0,0.0,44.0,71.9,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,68.9,40.9,1.2,12,33285,0.0,594.0,59.0,891.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
1170.0,4,128.0,32,5289.4,45.0,31.18357,-82.84622,0,26.9,12,0.0,0.0,37.7,32.2,0.0,0.0,38.1,99.98999786,0.0,0.0,0.0,0.0,60.0,35.9,13.0,1,1755,0.0,500.0,50.0,750.0,12.0,79.0,19.5,36.8,1.0,-2.7,128,8,167.76,4841.0,1472.46,6,2017,5,Good,7,8,2,2,7
440.0,4,33.1,63,793.6,4.0,31.55933,-82.70383,0,24.0,45,0.0,0.0,33.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,11.8,1,660,0.0,129.0,13.0,193.0,4.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,10,2017,5,Good,6,8,0,0,7
1660.0,3,32.2,63,770.0,3.0,33.29084,-82.02264,0,24.0,0,0.0,0.0,33.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,2490,0.0,125.0,13.0,188.0,17.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,12,2017,5,Good,6,8,0,0,7
8030.0,5,196.9,15,8072.9,22.0,33.2365,-82.0451,0,32.2,15,0.0,0.0,37.4,39.0,0.0,0.0,37.4,99.98999786,0.0,0.0,0.0,0.0,56.0,35.9,1.2,1,12045,0.0,770.0,77.0,1155.0,80.0,76.0,18.4,35.2,2.0,-3.5,120,15,158.0,4225.0,1431.38,6,2018,5,Good,8,8,2,2,7
8030.0,5,196.9,17,8072.9,22.0,33.23656,-82.04533,0,40.0,15,0.0,0.0,37.4,39.0,0.0,0.0,37.4,99.98999786,0.0,0.0,0.0,0.0,56.0,35.9,1.2,1,12045,0.0,770.0,77.0,1155.0,80.0,76.0,18.4,35.2,2.0,-3.5,120,15,158.0,4225.0,1431.38,6,2018,5,Good,7,8,2,2,7
490.0,8,120.1,68,3033.5,8.0,31.25833,-82.82222,0,20.0,0,0.0,0.0,23.6,15.1,0.7,0.7,23.6,99.98999786,0.0,0.0,0.0,0.0,2.0,1.0,3.7,1,735,331.0,124.0,50.0,212.0,5.0,78.0,19.1,35.9,2.0,-2.9,128,8,165.09,4599.0,1293.02,5,2017,5,Poor,2,8,1,1,3
450.0,3,478.0,58,14585.2,7.0,31.98095,-82.54628,7,20.0,0,0.0,0.0,24.0,100.1,2.0,2.0,24.3,99.98999786,0.0,0.0,0.0,0.0,34.9,20.9,41.0,1,675,0.0,1868.0,187.0,2801.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,7,2018,5,Fair,5,7,1,1,6
612.0,2,180.1,4,8923.2,7.0,33.34476,-82.00501,0,35.8,0,0.0,0.0,35.8,89.9,5.6,5.6,36.1,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,5.0,4,9180,215.9,15984.0,1598.0,23976.0,24.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,2,2018,5,Good,8,7,0,0,7
1820.0,2,21.0,52,502.9,3.0,33.34338,-82.0063,0,24.0,0,0.0,0.0,35.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,45.0,26.9,1.9,1,2730,0.0,82.0,8.0,123.0,18.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,12,2017,5,Good,6,8,0,0,7
470.0,3,27.9,64,667.9,29.0,32.73232,-82.25236,0,24.0,0,0.0,0.0,33.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,6.8,20,705,0.0,109.0,11.0,164.0,94.0,75.0,18.7,36.7,2.0,-3.7,125,16,160.42,4211.0,1174.05,10,2017,5,Fair,6,8,0,0,6
600.0,3,23.0,72,482.2,2.0,32.12471,-82.49247,0,21.0,0,0.0,0.0,31.8,6.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,45.0,26.9,3.7,1,900,240.2,90.0,9.0,135.0,6.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Fair,6,7,0,0,6
600.0,3,32.2,52,643.5,13.0,32.26314,-82.4387,0,20.0,0,0.0,0.0,31.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,900,0.0,125.0,13.0,188.0,6.0,75.0,18.7,36.7,2.0,-3.7,125,16,160.42,4211.0,1174.05,5,2018,5,Good,6,8,0,0,7
490.0,5,165.0,61,4981.1,2.0,31.77386,-82.62862,0,19.0,0,0.0,0.0,24.0,33.1,2.0,2.0,24.0,99.98999786,0.0,0.0,0.0,0.0,31.0,19.0,6.2,1,735,0.0,645.0,64.0,967.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,9,2018,5,Good,5,8,1,1,7
22190.0,4,151.9,24,7176.5,10.0,33.40859,-81.98152,0,41.0,0,0.0,0.0,44.0,38.1,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,70.0,42.0,1.2,12,33285,0.0,594.0,59.0,891.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
22190.0,4,151.9,24,7176.5,10.0,33.40878,-81.98165,0,41.0,0,0.0,0.0,44.0,38.1,0.0,0.0,44.0,99.98999786,0.0,0.0,0.0,0.0,70.0,42.0,1.2,12,33285,0.0,594.0,59.0,891.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
490.0,3,25.9,45,544.2,2.0,31.90348,-82.57918,0,21.0,0,0.0,0.0,31.5,7.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,1.9,1,735,0.0,102.0,10.0,152.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,9,2018,5,Fair,6,8,0,0,6
470.0,16,544.0,58,16597.3,7.0,31.97938,-82.54989,0,20.0,0,0.0,0.0,24.0,34.1,2.0,2.0,24.3,99.98999786,0.0,0.0,0.0,0.0,35.9,20.9,41.0,1,705,0.0,2126.0,213.0,3188.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,7,2018,5,Good,5,7,1,1,7
2710.0,3,349.1,33,15003.2,8.0,30.70393,-83.0329,4,25.9,0,0.0,0.0,39.7,70.9,0.0,0.0,40.0,99.98999786,0.0,0.0,0.0,0.0,56.0,24.9,19.9,1,4065,0.0,1364.0,136.0,2045.0,27.0,80.0,20.0,36.9,1.0,-2.3,126,3,166.86,5022.0,1417.15,7,2017,5,Good,6,8,1,1,7
1330.0,3,102.0,65,2376.8,18.0,33.47121,-81.95698,0,20.0,0,0.0,0.0,19.7,44.9,0.0,0.0,20.0,99.98999786,15.0,4.6,0.0,0.0,40.9,24.9,1.2,1,1995,0.0,290.0,29.0,435.0,13.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,6,6,1,1,7
18000.0,13,1208.0,62,76887.4,18.0,33.47559,-81.9554,0,56.1,0,39.6,99.7,28.2,153.9,0.0,0.0,57.1,99.98999786,19.6,7.9,0.0,0.0,53.9,34.9,1.9,6,27000,0.0,7294.0,729.0,10942.0,1080.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,2,2,7
490.0,3,28.9,62,691.5,1.0,31.79543,-82.6218,0,24.0,0,0.0,0.0,32.8,8.9,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,46.0,26.9,5.0,1,735,0.0,113.0,11.0,170.0,5.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,9,2018,5,Fair,6,8,0,0,6
18000.0,4,222.1,65,16687.6,18.0,33.47238,-81.95705,0,57.1,0,0.0,0.0,40.4,67.9,0.0,0.0,68.6,99.98999786,15.0,19.0,8.5,0.0,35.9,20.9,1.2,6,27000,0.0,1577.0,158.0,2366.0,1080.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Fair,4,8,1,1,6
19970.0,3,112.9,65,8479.4,18.0,33.47142,-81.95755,0,57.1,0,0.0,0.0,40.4,44.9,0.0,0.0,68.6,99.98999786,16.4,4.6,0.0,0.0,48.0,29.0,1.2,1,29955,0.0,803.0,80.0,1204.0,200.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,6,8,1,1,7
19970.0,4,225.1,65,16909.4,18.0,33.47049,-81.95816,0,57.1,2,0.0,0.0,40.0,67.9,0.0,0.0,68.6,99.98999786,16.0,5.6,22.6,0.0,33.0,20.0,1.2,1,29955,0.0,1598.0,160.0,2398.0,200.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Fair,4,8,1,1,6
460.0,3,107.9,65,2514.3,18.0,33.47148,-81.9578,0,20.0,11,0.0,0.0,19.7,45.9,0.0,0.0,20.0,99.98999786,15.0,4.6,0.0,0.0,35.9,20.9,1.2,1,690,0.0,307.0,31.0,460.0,5.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,5,6,1,1,7
19970.0,3,152.9,65,9680.8,18.0,33.46927,-81.95875,0,57.1,2,0.0,0.0,28.2,68.9,0.0,0.0,57.1,99.98999786,15.9,6.6,0.0,0.0,44.0,25.9,1.2,1,29955,0.0,924.0,92.0,1386.0,200.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,5,8,1,1,7
730.0,2,21.0,82,502.9,18.0,32.20693,-82.46315,0,24.0,0,0.0,0.0,35.8,9.8,0.0,0.0,0.0,99.98999786,0.0,0.0,0.0,0.0,61.0,35.9,3.1,1,1095,0.0,82.0,8.0,123.0,7.0,76.0,19.2,36.5,2.0,-3.1,124,9,161.58,4289.0,1149.91,5,2018,5,Good,7,8,1,1,7
22190.0,5,190.0,24,12340.0,10.0,33.40675,-81.98502,0,60.0,3,0.0,0.0,61.7,40.0,0.0,0.0,61.7,99.98999786,0.0,0.0,0.0,0.0,67.9,39.9,1.2,12,33285,0.0,945.0,94.0,1417.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
22190.0,5,190.0,24,12838.5,10.0,33.40699,-81.98522,0,60.0,3,0.0,0.0,64.3,40.0,0.0,0.0,64.6,99.98999786,0.0,0.0,0.0,0.0,63.9,37.9,1.2,12,33285,0.0,945.0,94.0,1417.0,2663.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
490.0,4,81.0,48,2047.2,2.0,31.60946,-82.69509,0,19.0,0,0.0,0.0,23.3,20.0,0.0,0.0,23.3,99.98999786,0.0,0.0,0.0,0.0,50.9,31.0,3.1,1,735,292.0,316.0,32.0,475.0,5.0,78.0,19.4,36.1,2.0,-2.7,129,8,164.76,4437.0,1294.62,10,2017,5,Good,7,8,1,1,7
11630.0,4,316.9,26,14245.2,4.0,33.40646,-81.98601,0,29.9,8,0.0,0.0,35.8,118.1,5.9,0.0,36.1,99.98999786,17.8,57.7,12.7,0.0,72.0,36.9,1.2,13,17445,0.0,1239.0,124.0,1858.0,1512.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
11630.0,4,316.9,26,17988.4,4.0,33.40634,-81.98622,0,42.0,8,0.0,0.0,47.9,118.1,0.0,5.9,47.9,99.98999786,17.1,60.0,14.1,0.0,72.0,34.9,1.2,13,17445,0.0,1576.0,158.0,2365.0,1512.0,74.0,18.0,35.8,2.0,-4.0,115,19,156.14,3993.0,1394.54,10,2017,5,Good,7,8,1,1,7
2710.0,4,160.1,33,6881.1,8.0,30.70452,-83.03659,0,23.0,0,0.0,0.0,39.7,40.0,0.0,0.0,40.0,99.98999786,0.0,0.0,0.0,0.0,70.0,42.0,21.1,1,4065,0.0,625.0,63.0,938.0,27.0,80.0,20.0,36.9,1.0,-2.3,126,3,166.86,5022.0,1417.15,7,2017,5,Fair,6,8,1,1,6
620.0,2,640.1,54,19320.3,9.0,33.1625,-82.0859,16,24.0,0,0.0,0.0,26.6,64.0,0.7,0.7,26.9,99.98999786,0.0,0.0,0.0,0.0,28.0,17.0,5.0,1,930,0.0,2501.0,250.0,3751.0,6.0,76.0,18.4,35.2,2.0,-3.5,120,15,158.0,4225.0,1431.38,6,2018,5,Good,4,8,1,1,7
